X,Y,e_max,hsrX,hsrY,velX,velY,vMag,X2Vel,Y2Vel,AzimuthVel,FD_CCW_TN,X2SR,Y2SR,AzimuthSR,SD_CCW_TN
796552.9089,1986221.755,0.000162617,0.967611361,-0.252327593,-0.087244458,0.30965952,0.321773604,796552.8216,1986222.064,344.265,39,796553.8765,1986221.502,105,278
796553.9089,1986216.876,0.000162212,0.967549939,-0.252563424,-0.086814467,0.308355005,0.320401136,796553.822,1986217.183,344.276,39,796554.8764,1986216.623,105,278
796554.9089,1986211.997,0.000161807,0.967488453,-0.252799389,-0.086385052,0.307050777,0.319029054,796554.8225,1986212.304,344.287,39,796555.8763,1986211.744,105,278
796555.9089,1986207.118,0.000161401,0.967426905,-0.253035488,-0.085956213,0.305746836,0.317657359,796555.8229,1986207.423,344.297,39,796556.8763,1986206.864,105,278
796556.9089,1986202.239,0.000160996,0.967365293,-0.253271719,-0.08552795,0.304443181,0.316286049,796556.8233,1986202.543,344.308,39,796557.8762,1986201.985,105,278
796557.9089,1986197.36,0.000160572,0.967301821,-0.25351454,-0.085095145,0.303112117,0.314887215,796557.8238,1986197.662,344.319,39,796558.8762,1986197.106,105,278
796558.9089,1986192.481,0.000160132,0.967236763,-0.253762949,-0.084658635,0.301757884,0.31346514,796558.8242,1986192.781,344.328,39,796559.8761,1986192.227,105,278
796559.9089,1986187.602,0.000159693,0.967171644,-0.254011465,-0.084222778,0.300403984,0.312043508,796559.8246,1986187.902,344.338,39,796560.876,1986187.347,105,278
796560.9089,1986182.723,0.000159254,0.967106465,-0.254260089,-0.083787576,0.299050415,0.31062232,796560.8251,1986183.022,344.348,39,796561.876,1986182.468,105,278
796561.9089,1986177.844,0.000158814,0.967041224,-0.254508821,-0.083353026,0.297697178,0.309201575,796561.8255,1986178.141,344.358,39,796562.8759,1986177.589,105,278
796562.9089,1986172.965,0.000158375,0.966975923,-0.254757661,-0.082919131,0.296344274,0.307781273,796562.8259,1986173.26,344.368,39,796563.8758,1986172.71,105,278
796563.9089,1986168.086,0.000157935,0.96691056,-0.255006608,-0.082485889,0.294991701,0.306361415,796563.8264,1986168.379,344.378,39,796564.8758,1986167.83,105,278
796564.9089,1986163.207,0.000157496,0.966845137,-0.255255662,-0.082053301,0.293639461,0.304942,796564.8268,1986163.5,344.388,39,796565.8757,1986162.951,105,278
796565.9089,1986158.328,0.000157056,0.966779653,-0.255504825,-0.081621367,0.292287552,0.303523028,796565.8272,1986158.62,344.398,39,796566.8756,1986158.072,105,278
796566.9089,1986153.449,0.000156617,0.966714107,-0.255754095,-0.081190086,0.290935976,0.3021045,796566.8277,1986153.739,344.407,39,796567.8756,1986153.193,105,278
796567.9089,1986148.57,0.000156177,0.966648501,-0.256003472,-0.08075946,0.289584732,0.300686415,796567.8281,1986148.858,344.417,39,796568.8755,1986148.313,105,278
796568.9089,1986143.691,0.000155738,0.966582834,-0.256252957,-0.080329486,0.288233819,0.299268773,796568.8284,1986143.979,344.427,39,796569.8754,1986143.434,105,278
796569.9089,1986138.812,0.000155298,0.966517106,-0.25650255,-0.079900167,0.286883239,0.297851574,796569.8289,1986139.098,344.437,39,796570.8754,1986138.555,105,278
796570.9089,1986133.933,0.000154859,0.966451318,-0.256752251,-0.079471501,0.285532991,0.296434819,796570.8294,1986134.218,344.447,39,796571.8753,1986133.676,105,278
796571.9089,1986129.054,0.000154419,0.966385468,-0.257002059,-0.079043489,0.284183074,0.295018508,796571.8297,1986129.338,344.456,39,796572.8752,1986128.796,105,278
796572.9089,1986124.175,0.00015398,0.966319557,-0.257251974,-0.07861613,0.28283349,0.293602639,796572.8302,1986124.456,344.466,39,796573.8752,1986123.917,105,278
796573.9089,1986119.296,0.00015354,0.966253586,-0.257501998,-0.078189426,0.281484238,0.292187214,796573.8307,1986119.577,344.476,39,796574.8751,1986119.038,105,278
796574.9089,1986114.417,0.0001531,0.966187553,-0.257752129,-0.077763374,0.280135318,0.290772232,796574.8311,1986114.696,344.486,39,796575.875,1986114.159,105,278
796575.9089,1986109.538,0.000152661,0.96612146,-0.258002367,-0.077337977,0.27878673,0.289357694,796575.8315,1986109.816,344.496,39,796576.875,1986109.279,105,278
796576.9089,1986104.659,0.000152221,0.966055305,-0.258252713,-0.076913233,0.277438474,0.287943599,796576.8319,1986104.936,344.505,38,796577.8749,1986104.4,105,278
796577.9089,1986099.78,0.00015178,0.965988969,-0.258503578,-0.076488715,0.276088428,0.286527804,796577.8324,1986100.056,344.515,38,796578.8748,1986099.521,105,278
796578.9089,1986094.901,0.000151307,0.965920015,-0.258763217,-0.076055803,0.274693721,0.285066995,796578.8328,1986095.175,344.524,38,796579.8748,1986094.642,105,278
796579.9089,1986090.022,0.000150834,0.965851007,-0.259022921,-0.07562357,0.273299203,0.283606494,796579.8332,1986090.294,344.533,38,796580.8747,1986089.762,105,278
796580.9089,1986085.143,0.000150361,0.965781946,-0.259282689,-0.075192016,0.271904876,0.282146299,796580.8337,1986085.414,344.542,38,796581.8746,1986084.883,105,278
796581.9089,1986080.264,0.000149887,0.965712832,-0.259542521,-0.074761143,0.270510739,0.280686412,796581.8341,1986080.534,344.551,38,796582.8746,1986080.004,105,278
796582.9089,1986075.385,0.000149414,0.965643664,-0.259802417,-0.07433095,0.269116791,0.279226831,796582.8345,1986075.654,344.56,38,796583.8745,1986075.125,105,278
796583.9089,1986070.506,0.000148939,0.965574444,-0.260062377,-0.073901437,0.267723034,0.277767557,796583.8349,1986070.773,344.569,38,796584.8744,1986070.245,105,278
796584.9089,1986065.627,0.000148465,0.96550517,-0.260322402,-0.073472603,0.266329467,0.276308591,796584.8354,1986065.892,344.577,38,796585.8744,1986065.366,105,278
796585.9089,1986060.748,0.00014799,0.965435843,-0.260582491,-0.07304445,0.26493609,0.274849931,796585.8358,1986061.012,344.586,38,796586.8743,1986060.487,105,278
796586.9089,1986055.869,0.000147515,0.965366463,-0.260842644,-0.072616976,0.263542903,0.273391578,796586.8362,1986056.132,344.595,38,796587.8742,1986055.608,105,278
796587.9089,1986050.99,0.00014704,0.96529703,-0.261102862,-0.072190183,0.262149906,0.271933532,796587.8367,1986051.252,344.604,38,796588.8741,1986050.728,105,278
796588.9089,1986046.112,0.000146565,0.96522755,-0.261363121,-0.071764128,0.260757368,0.270476067,796588.8371,1986046.372,344.612,38,796589.8741,1986045.85,105,278
796589.9089,1986041.233,0.000146089,0.96515801,-0.261623467,-0.071338694,0.259364751,0.269018635,796589.8375,1986041.492,344.621,38,796590.874,1986040.971,105,278
796590.9089,1986036.398,0.000145616,0.965088687,-0.261882881,-0.070916507,0.257984136,0.267573581,796590.8379,1986036.655,344.63,38,796591.8739,1986036.136,105,278
796591.9089,1986031.61,0.000145148,0.9650196,-0.262141295,-0.070497734,0.256616325,0.266141722,796591.8384,1986031.865,344.639,38,796592.8739,1986031.347,105,278
796592.9089,1986026.822,0.000144679,0.964950461,-0.262399773,-0.070079629,0.255248701,0.264710165,796592.8388,1986027.077,344.647,38,796593.8738,1986026.559,105,278
796593.9089,1986022.035,0.000144211,0.964881276,-0.262658291,-0.069662249,0.253881532,0.263279183,796593.8392,1986022.287,344.656,38,796594.8737,1986021.772,105,278
796594.9089,1986017.247,0.000143741,0.964812032,-0.262916894,-0.069245477,0.252514281,0.261848228,796594.8395,1986017.499,344.665,38,796595.8737,1986016.984,105,278
796595.9089,1986012.459,0.000143272,0.964742737,-0.263175561,-0.068829373,0.251147217,0.260417574,796595.84,1986012.71,344.674,38,796596.8736,1986012.195,105,278
796596.9089,1986007.671,0.000142802,0.964673389,-0.26343429,-0.068413936,0.249780339,0.258987222,796596.8404,1986007.919,344.683,38,796597.8735,1986007.407,105,278
796597.9089,1986002.884,0.000142332,0.964603995,-0.26369306,-0.067999225,0.248413916,0.257557445,796597.8409,1986003.132,344.691,38,796598.8735,1986002.62,105,278
796598.9089,1985998.096,0.000141849,0.964533167,-0.263956496,-0.06758436,0.247042347,0.256122782,796598.8413,1985998.343,344.7,38,796599.8734,1985997.832,105,278
796599.9089,1985993.308,0.000141346,0.964460183,-0.264227009,-0.067169073,0.2456634,0.254681094,796599.8417,1985993.553,344.708,38,796600.8733,1985993.043,105,278
796600.9089,1985988.521,0.00014085,0.964385104,-0.264496712,-0.066759274,0.244290981,0.253251294,796600.8421,1985988.764,344.716,38,796601.8732,1985988.256,105,278
796601.9089,1985983.733,0.000140355,0.964309761,-0.264766394,-0.066350699,0.24291935,0.251822927,796601.8425,1985983.975,344.723,38,796602.8732,1985983.468,105,278
796602.9089,1985978.945,0.000139859,0.964234365,-0.265036121,-0.065942941,0.241548188,0.250395158,796602.8429,1985979.186,344.73,38,796603.8731,1985978.679,105,278
796603.9089,1985974.158,0.000139363,0.964158922,-0.265305867,-0.065536059,0.240177767,0.248968263,796603.8432,1985974.398,344.738,38,796604.873,1985973.892,105,278
796604.9089,1985969.37,0.000138866,0.964083419,-0.265575683,-0.065129936,0.238807546,0.24754169,796604.8437,1985969.608,344.745,38,796605.8729,1985969.104,105,278
796605.9089,1985964.582,0.000138369,0.964007863,-0.265845543,-0.06472463,0.237437795,0.246115714,796605.8441,1985964.818,344.752,38,796606.8729,1985964.316,105,278
796606.9089,1985959.794,0.000137872,0.963932253,-0.266115448,-0.064320141,0.236068514,0.244690337,796606.8445,1985960.03,344.759,38,796607.8728,1985959.527,105,278
796607.9089,1985955.007,0.000137374,0.963856597,-0.266385372,-0.063916528,0.234699974,0.243265834,796607.8449,1985955.24,344.766,38,796608.8727,1985954.74,105,278
796608.9089,1985950.219,0.000136876,0.963780881,-0.266655366,-0.063513674,0.233331633,0.241841652,796608.8453,1985950.452,344.773,38,796609.8726,1985949.952,105,278
796609.9089,1985945.431,0.000136378,0.963705111,-0.266925404,-0.063111637,0.231963763,0.240418068,796609.8456,1985945.662,344.78,38,796610.8726,1985945.164,105,278
796610.9089,1985940.644,0.000135879,0.963629295,-0.267195461,-0.062710475,0.230596633,0.238995359,796610.8461,1985940.874,344.786,38,796611.8725,1985940.376,105,278
796611.9089,1985935.856,0.000135379,0.963553418,-0.267465588,-0.062310074,0.229229702,0.237572971,796611.8465,1985936.085,344.793,38,796612.8724,1985935.588,106,277
796612.9089,1985931.068,0.00013488,0.963477489,-0.26773576,-0.061910489,0.227863242,0.236151181,796612.8469,1985931.294,344.8,38,796613.8723,1985930.8,106,277
796613.9089,1985926.281,0.00013438,0.963401512,-0.268005951,-0.061511779,0.226497523,0.234730265,796613.8473,1985926.507,344.806,38,796614.8723,1985926.012,106,277
796614.9089,1985921.493,0.000133879,0.963325476,-0.268276211,-0.061113829,0.225132003,0.233309671,796614.8477,1985921.718,344.813,38,796615.8722,1985921.224,106,277
796615.9089,1985916.705,0.000133378,0.963249386,-0.268546516,-0.060716696,0.223766953,0.231889675,796615.848,1985916.928,344.819,38,796616.8721,1985916.436,106,277
796616.9089,1985911.917,0.000132877,0.963173242,-0.268816865,-0.060320381,0.222402373,0.230470277,796616.8485,1985912.139,344.825,38,796617.872,1985911.648,106,277
796617.9089,1985907.13,0.000132375,0.963097052,-0.269087234,-0.059924939,0.221038534,0.229051753,796617.8489,1985907.351,344.831,38,796618.8719,1985906.86,106,277
796618.9089,1985902.342,0.000131873,0.963020802,-0.269357672,-0.059530258,0.219674895,0.22763355,796618.8493,1985902.561,344.837,38,796619.8719,1985902.072,106,277
796619.9089,1985897.554,0.000131354,0.962943411,-0.269631365,-0.059135621,0.218310041,0.226214391,796619.8497,1985897.772,344.843,38,796620.8718,1985897.284,106,277
796620.9089,1985892.767,0.000130819,0.962864913,-0.269908211,-0.058741147,0.216944275,0.224794581,796620.8501,1985892.983,344.85,38,796621.8717,1985892.497,106,277
796621.9089,1985887.979,0.000130284,0.962786329,-0.270185208,-0.058347475,0.215578658,0.223375048,796621.8504,1985888.193,344.855,38,796622.8716,1985887.708,106,277
796622.9089,1985883.191,0.000129749,0.962707665,-0.270462329,-0.05795466,0.21421346,0.221956066,796622.8509,1985883.405,344.861,38,796623.8716,1985882.92,106,277
796623.9089,1985878.404,0.000129213,0.962628929,-0.270739547,-0.05756276,0.212848951,0.220537913,796623.8513,1985878.615,344.867,38,796624.8715,1985878.133,106,277
796624.9089,1985873.616,0.000128677,0.962550107,-0.271016917,-0.057171662,0.21148459,0.219120036,796624.8517,1985873.827,344.873,38,796625.8714,1985873.344,106,277
796625.9089,1985868.828,0.000128141,0.962471205,-0.271294411,-0.056781421,0.210120648,0.217702712,796625.8521,1985869.037,344.878,38,796626.8713,1985868.556,106,277
796626.9089,1985864.041,0.000127605,0.962392231,-0.271572003,-0.056392094,0.208757396,0.216286215,796626.8525,1985864.249,344.883,38,796627.8712,1985863.769,106,277
796627.9089,1985859.253,0.000127068,0.962313171,-0.271849746,-0.056003569,0.207394292,0.214869995,796627.8528,1985859.46,344.889,38,796628.8712,1985858.981,106,277
796628.9089,1985854.465,0.000126532,0.962234031,-0.272127613,-0.055615902,0.206031607,0.213454326,796628.8532,1985854.671,344.894,38,796629.8711,1985854.192,106,277
796629.9089,1985849.677,0.000125995,0.962154813,-0.272405605,-0.055229093,0.204669341,0.212039211,796629.8536,1985849.881,344.899,38,796630.871,1985849.404,106,277
796630.9089,1985844.89,0.000125457,0.962075522,-0.272683694,-0.054843198,0.203307763,0.210624922,796630.854,1985845.093,344.904,38,796631.8709,1985844.617,106,277
796631.9089,1985840.102,0.00012492,0.961996145,-0.272961934,-0.054458105,0.201946335,0.209210911,796631.8544,1985840.303,344.908,38,796632.8708,1985839.829,106,277
796632.9089,1985835.314,0.000124383,0.961916688,-0.273240299,-0.054073869,0.200585325,0.207797452,796632.8548,1985835.514,344.913,38,796633.8708,1985835.04,106,277
796633.9089,1985830.527,0.000123845,0.96183716,-0.273518761,-0.053690548,0.199225005,0.20638482,796633.8552,1985830.726,344.917,38,796634.8707,1985830.253,106,277
796634.9089,1985825.739,0.000123307,0.961757544,-0.273797375,-0.053308028,0.197864833,0.204972465,796634.8554,1985825.936,344.922,38,796635.8706,1985825.465,106,277
796635.9089,1985820.951,0.000122769,0.96167785,-0.274076113,-0.052926367,0.19650508,0.203560662,796635.8559,1985821.147,344.926,38,796636.8705,1985820.676,106,277
796636.9089,1985816.164,0.00012223,0.961598084,-0.274354948,-0.052545618,0.195146016,0.202149687,796636.8563,1985816.358,344.93,38,796637.8704,1985815.889,106,277
796637.9089,1985811.376,0.000121692,0.961518231,-0.274633935,-0.052165673,0.193787101,0.200738989,796637.8567,1985811.568,344.934,38,796638.8704,1985811.101,106,277
796638.9089,1985806.588,0.000121153,0.961438298,-0.274913046,-0.051786585,0.192428605,0.199328843,796638.8571,1985806.78,344.937,38,796639.8703,1985806.313,106,277
796639.9089,1985801.8,0.000120614,0.961358287,-0.275192281,-0.051408355,0.191070527,0.197919249,796639.8574,1985801.99,344.941,38,796640.8702,1985801.524,106,277
796640.9089,1985797.013,0.000120057,0.961276613,-0.275476278,-0.051031403,0.189722573,0.196520101,796640.8578,1985797.202,344.945,38,796641.8701,1985796.737,106,277
796641.9089,1985792.225,0.000119491,0.961193892,-0.27576323,-0.050655536,0.188380549,0.195127131,796641.8582,1985792.412,344.949,38,796642.87,1985791.949,106,277
796642.9089,1985787.437,0.000118924,0.961111092,-0.276050295,-0.050280603,0.187039056,0.193734836,796642.8586,1985787.624,344.953,38,796643.87,1985787.16,106,277
796643.9089,1985782.65,0.000118357,0.961028221,-0.276337447,-0.049906657,0.18569836,0.192343488,796643.8589,1985782.835,344.957,38,796644.8699,1985782.373,106,277
796644.9089,1985777.862,0.00011779,0.960945262,-0.27662474,-0.04953359,0.184357929,0.190952543,796644.8593,1985778.046,344.961,38,796645.8698,1985777.585,106,277
796645.9089,1985773.074,0.000117222,0.960862223,-0.276912148,-0.049161456,0.18301803,0.189562274,796645.8597,1985773.257,344.964,38,796646.8697,1985772.797,106,277
796646.9089,1985768.287,0.000116655,0.960779112,-0.27719964,-0.048790309,0.181678928,0.188172951,796646.8601,1985768.468,344.968,38,796647.8696,1985768.009,106,277
796647.9089,1985763.499,0.000116088,0.960695914,-0.277487276,-0.048420042,0.180340091,0.186784033,796647.8604,1985763.679,344.971,38,796648.8695,1985763.221,106,277
796648.9089,1985758.711,0.00011552,0.960612636,-0.277775025,-0.048050708,0.179001785,0.185395789,796648.8608,1985758.889,344.974,38,796649.8695,1985758.433,106,277
796649.9089,1985753.923,0.000114952,0.960529279,-0.278062888,-0.047682308,0.177664011,0.184008221,796649.8612,1985754.1,344.977,38,796650.8694,1985753.644,106,277
796650.9089,1985749.136,0.000114384,0.96044585,-0.278350836,-0.047314894,0.176327034,0.182621599,796650.8615,1985749.311,344.979,38,796651.8693,1985748.857,106,277
796651.9089,1985744.348,0.000113817,0.960362333,-0.278638927,-0.04694836,0.174990322,0.181235382,796651.8619,1985744.522,344.982,38,796652.8692,1985744.069,106,277
796652.9089,1985739.56,0.000113248,0.960278736,-0.278927132,-0.046582759,0.173654141,0.17984984,796652.8623,1985739.733,344.984,38,796653.8691,1985739.281,106,277
796653.9089,1985734.773,0.00011268,0.960195069,-0.279215422,-0.046218145,0.172318758,0.178465244,796653.8626,1985734.945,344.986,38,796654.869,1985734.493,106,277
796654.9089,1985729.985,0.000112112,0.960111313,-0.279503854,-0.045854411,0.17098364,0.177081052,796654.863,1985730.155,344.988,38,796655.869,1985729.705,106,277
796655.9089,1985725.197,0.000111544,0.960027477,-0.279792401,-0.04549161,0.169649053,0.175697536,796655.8634,1985725.365,344.989,38,796656.8689,1985724.917,106,277
796656.9089,1985720.41,0.000110975,0.959943571,-0.280081033,-0.045129796,0.168315263,0.174314965,796656.8637,1985720.578,344.991,38,796657.8688,1985720.129,106,277
796657.9089,1985715.622,0.000110407,0.959859576,-0.280369807,-0.044768862,0.166981738,0.172932799,796657.8641,1985715.787,344.992,38,796658.8687,1985715.341,106,277
796658.9089,1985710.834,0.000109838,0.959775502,-0.280658695,-0.044408861,0.165648745,0.171551309,796658.8644,1985710.999,344.992,38,796659.8686,1985710.553,106,277
796659.9089,1985706.046,0.000109269,0.959691348,-0.280947697,-0.044049793,0.164316283,0.170170493,796659.8648,1985706.21,344.993,38,796660.8685,1985705.765,106,277
796660.9089,1985701.259,0.0001087,0.959607122,-0.281236784,-0.043691711,0.162984618,0.168790624,796660.8652,1985701.421,344.993,38,796661.8685,1985700.977,106,277
796661.9089,1985696.471,0.000108118,0.959520566,-0.281532456,-0.043336797,0.161680061,0.16743828,796661.8655,1985696.632,344.995,38,796662.8684,1985696.189,106,277
796662.9089,1985691.683,0.000107531,0.959433115,-0.281830573,-0.042983666,0.160385623,0.166096307,796662.8659,1985691.843,344.997,38,796663.8683,1985691.401,106,277
796663.9089,1985686.896,0.000106945,0.95934558,-0.282128812,-0.042631562,0.159091989,0.164755294,796663.8662,1985687.054,344.999,38,796664.8682,1985686.613,106,277
796664.9089,1985682.108,0.000106357,0.95925794,-0.282427234,-0.042280381,0.157798643,0.163414715,796664.8666,1985682.264,345.001,38,796665.8681,1985681.825,106,277
796665.9089,1985677.32,0.00010577,0.959170206,-0.282725808,-0.041930174,0.156505843,0.162074834,796665.8669,1985677.476,345.002,38,796666.868,1985677.037,106,277
796666.9089,1985672.533,0.000105182,0.959082385,-0.283024503,-0.041580993,0.155213846,0.160735913,796666.8673,1985672.688,345.003,38,796667.8679,1985672.249,106,277
796667.9089,1985667.745,0.000104594,0.958994462,-0.283323382,-0.041232734,0.153922138,0.159397426,796667.8676,1985667.898,345.004,38,796668.8678,1985667.461,106,277
796668.9089,1985662.957,0.000104006,0.958906443,-0.283622413,-0.04088545,0.152630976,0.158059637,796668.868,1985663.108,345.004,38,796669.8678,1985662.673,106,277
796669.9089,1985658.17,0.000103418,0.958818338,-0.283921565,-0.040539191,0.151340617,0.156722808,796669.8683,1985658.321,345.004,38,796670.8677,1985657.886,106,277
796670.9089,1985653.382,0.000102829,0.95873013,-0.284220901,-0.040193856,0.150050546,0.155386413,796670.8687,1985653.531,345.004,38,796671.8676,1985653.097,107,276
796671.9089,1985648.594,0.000102241,0.958641827,-0.284520389,-0.039849495,0.148761021,0.154050717,796671.8689,1985648.742,345.004,38,796672.8675,1985648.309,107,276
796672.9089,1985643.806,0.000101652,0.958553429,-0.284820029,-0.039506108,0.147472043,0.152715717,796672.8693,1985643.953,345.003,38,796673.8674,1985643.521,107,276
796673.9089,1985639.019,0.000101062,0.958464946,-0.285119791,-0.039163747,0.146183867,0.151381677,796673.8697,1985639.165,345.002,38,796674.8673,1985638.733,107,276
796674.9089,1985634.231,0.000100473,0.958376358,-0.285419735,-0.038822309,0.14489598,0.150048072,796674.87,1985634.375,345.001,38,796675.8672,1985633.945,107,276
796675.9089,1985629.443,9.9883E-05,0.958287676,-0.285719832,-0.038481845,0.143608639,0.148715165,796675.8704,1985629.585,344.999,38,796676.8671,1985629.157,107,276
796676.9089,1985624.656,9.92931E-05,0.958198909,-0.286020051,-0.038142406,0.142322101,0.147383216,796676.8707,1985624.798,344.997,38,796677.867,1985624.369,107,276
796677.9089,1985619.868,9.87029E-05,0.958110037,-0.286320452,-0.037803891,0.141035852,0.146051704,796677.871,1985620.009,344.995,38,796678.867,1985619.581,107,276
796678.9089,1985615.08,9.81124E-05,0.95802107,-0.286621006,-0.037466351,0.139750149,0.144720888,796678.8713,1985615.219,344.992,38,796679.8669,1985614.793,107,276
796679.9089,1985610.293,9.75218E-05,0.957932018,-0.286921682,-0.037129835,0.138465248,0.143391032,796679.8717,1985610.431,344.989,38,796680.8668,1985610.006,107,276
796680.9089,1985605.505,9.69309E-05,0.957842862,-0.28722254,-0.036794243,0.137180636,0.142061611,796680.8721,1985605.642,344.986,38,796681.8667,1985605.217,107,276
796681.9089,1985600.717,9.63397E-05,0.957753611,-0.287523551,-0.036459625,0.135896571,0.140732888,796681.8724,1985600.852,344.982,38,796682.8666,1985600.429,107,276
796682.9089,1985595.929,9.57444E-05,0.957660945,-0.287834159,-0.036131067,0.134664519,0.139456744,796682.8726,1985596.063,344.981,38,796683.8665,1985595.641,107,276
796683.9089,1985591.142,9.51483E-05,0.957567579,-0.288146637,-0.03580445,0.133442327,0.138190693,796683.873,1985591.274,344.98,38,796684.8664,1985590.853,107,276
796684.9089,1985586.354,9.45518E-05,0.957474076,-0.288459396,-0.035478783,0.132220443,0.136925104,796684.8734,1985586.486,344.98,38,796685.8663,1985586.065,107,276
796685.9089,1985581.566,9.39551E-05,0.957380445,-0.288772401,-0.035154114,0.13099911,0.135660225,796685.8737,1985581.696,344.978,38,796686.8662,1985581.277,107,276
796686.9089,1985576.779,9.33583E-05,0.957286696,-0.28908562,-0.034830492,0.129778574,0.134396303,796686.874,1985576.908,344.977,38,796687.8661,1985576.489,107,276
796687.9089,1985571.991,9.27611E-05,0.95719281,-0.289399119,-0.03450782,0.128558345,0.133132842,796687.8743,1985572.118,344.975,38,796688.866,1985571.701,107,276
796688.9089,1985567.203,9.21637E-05,0.957098796,-0.289712864,-0.034186147,0.127338668,0.131870091,796688.8747,1985567.33,344.972,38,796689.8659,1985566.913,107,276
796689.9089,1985562.416,9.15661E-05,0.957004665,-0.290026824,-0.03386552,0.126119787,0.130608298,796689.875,1985562.541,344.97,38,796690.8659,1985562.125,107,276
796690.9089,1985557.628,9.09682E-05,0.956910396,-0.290341064,-0.033545844,0.124901213,0.129346966,796690.8753,1985557.752,344.966,38,796691.8658,1985557.337,107,276
796691.9089,1985552.84,9.03701E-05,0.956816,-0.29065555,-0.033227166,0.123683192,0.128086344,796691.8756,1985552.963,344.963,38,796692.8657,1985552.549,107,276
796692.9089,1985548.052,8.97717E-05,0.956721476,-0.290970284,-0.032909487,0.122465722,0.126826431,796692.8759,1985548.174,344.959,38,796693.8656,1985547.761,107,276
796693.9089,1985543.274,8.91742E-05,0.956626926,-0.291284931,-0.032593281,0.121251238,0.125569701,796693.8763,1985543.395,344.954,38,796694.8655,1985542.982,107,276
796694.9089,1985538.497,8.85766E-05,0.956532259,-0.29159979,-0.032278119,0.120037547,0.124313926,796694.8766,1985538.617,344.949,38,796695.8654,1985538.205,107,276
796695.9089,1985533.719,8.79786E-05,0.956437454,-0.29191493,-0.031963906,0.118824164,0.123058612,796695.8769,1985533.837,344.944,38,796696.8653,1985533.427,107,276
796696.9089,1985528.942,8.73805E-05,0.956342532,-0.292230283,-0.031650736,0.117611574,0.121804253,796696.8772,1985529.058,344.938,38,796697.8652,1985528.649,107,276
796697.9089,1985524.165,8.67822E-05,0.956247483,-0.292545881,-0.031338563,0.116399535,0.120550602,796697.8774,1985524.281,344.931,38,796698.8651,1985523.872,107,276
796698.9089,1985519.388,8.61836E-05,0.956152307,-0.292861727,-0.031027386,0.115188047,0.119297659,796698.8778,1985519.503,344.924,38,796699.865,1985519.095,107,276
796699.9089,1985514.611,8.55848E-05,0.956057003,-0.293177818,-0.030717205,0.113977109,0.118045424,796699.8781,1985514.723,344.917,38,796700.8649,1985514.317,107,276
796700.9089,1985509.833,8.49968E-05,0.955960749,-0.293488868,-0.030412998,0.112773766,0.116805549,796700.8784,1985509.945,344.907,38,796701.8648,1985509.539,107,276
796701.9089,1985505.056,8.44099E-05,0.955864319,-0.293799507,-0.030110342,0.111571932,0.115567786,796701.8787,1985505.166,344.897,38,796702.8647,1985504.762,107,276
796702.9089,1985500.279,8.38228E-05,0.955767785,-0.294110297,-0.029808687,0.110370634,0.114330693,796702.879,1985500.389,344.886,38,796703.8646,1985499.984,107,276
796703.9089,1985495.502,8.32415E-05,0.955666095,-0.294435564,-0.029516027,0.109248475,0.113173377,796703.8793,1985495.611,344.881,38,796704.8645,1985495.207,107,276
796704.9089,1985490.725,8.26603E-05,0.955563959,-0.294761938,-0.029224866,0.10813171,0.112021624,796704.8796,1985490.833,344.876,38,796705.8644,1985490.43,107,276
796705.9089,1985485.947,8.20788E-05,0.955461678,-0.295088568,-0.028934665,0.107015237,0.110870297,796705.8799,1985486.054,344.87,38,796706.8643,1985485.651,107,276
796706.9089,1985481.17,8.14973E-05,0.955359275,-0.295415381,-0.028645513,0.105899507,0.109719854,796706.8802,1985481.274,344.864,38,796707.8642,1985480.874,107,276
796707.9089,1985476.393,8.09156E-05,0.955256739,-0.295742415,-0.028357365,0.104784294,0.108570066,796707.8805,1985476.497,344.857,38,796708.8641,1985476.097,107,276
796708.9089,1985471.616,8.03338E-05,0.95515407,-0.296069668,-0.028070221,0.103669598,0.107420933,796708.8808,1985471.719,344.85,38,796709.864,1985471.319,107,276
796709.9089,1985466.839,7.97517E-05,0.955051267,-0.296397142,-0.027784082,0.10255542,0.106272455,796709.8811,1985466.941,344.841,38,796710.8639,1985466.542,107,276
796710.9089,1985462.062,7.91695E-05,0.954948331,-0.296724835,-0.027498946,0.101441759,0.105124632,796710.8814,1985462.162,344.833,38,796711.8638,1985461.765,107,276
796711.9089,1985457.284,7.85869E-05,0.95484525,-0.297052786,-0.027214771,0.100328391,0.103977236,796711.8816,1985457.384,344.823,38,796712.8637,1985456.986,107,276
796712.9089,1985452.507,7.80043E-05,0.954742048,-0.29738092,-0.026931644,0.099215765,0.102830724,796712.8819,1985452.605,344.813,38,796713.8636,1985452.209,107,276
796713.9089,1985447.73,7.74216E-05,0.954638712,-0.297709273,-0.026649521,0.098103657,0.101684867,796713.8822,1985447.828,344.803,38,796714.8635,1985447.432,107,276
796714.9089,1985442.953,7.68386E-05,0.954535242,-0.298037847,-0.026368403,0.096992065,0.100539664,796714.8824,1985443.049,344.791,38,796715.8634,1985442.654,107,276
796715.9089,1985438.176,7.62555E-05,0.95443164,-0.29836664,-0.026088288,0.095880992,0.099395117,796715.8828,1985438.27,344.779,38,796716.8633,1985437.877,107,276
796716.9089,1985433.398,7.5672E-05,0.954327892,-0.298695691,-0.025809135,0.094770211,0.098250997,796716.883,1985433.492,344.766,38,796717.8632,1985433.099,107,276
